nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,orientation_sexuelle,nb_enfants,quotient_caf,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
Cabrera,Robin,28,152.7,83.7,H,oui,aucun,Île-de-France,oui,non,het,2,202.4,2291,marié,,0.58,2021-11-23,,,500.0
West,David,18,155.6,48.4,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,het,3,224.6,5483,,2.0,0.93,2020-04-07,740.0,,50072.32478571086
Solis,Justin,34,172.6,83.2,F,non,doctorat,Provence-Alpes-Côte d’Azur,non,non,het,0,275.5,5093,divorcé,,0.48,2022-05-08,819.0,,3647.1166691892304
Smith,Samantha,60,167.2,68.7,H,oui,doctorat,Hauts-de-France,non,oui,het,2,325.2,1903,veuf,,0.11,2020-03-14,,418.76,25444.31269865237
Johnson,Denise,64,187.4,60.2,F,oui,bac,Occitanie,oui,oui,het,0,237.3,3207,marié,,0.95,2022-08-20,,10000.0,500.0
Hamilton,Michelle,50,175.7,47.8,F,non,bac,Occitanie,non,non,het,0,268.9,4225,marié,3.0,0.98,2020-08-09,632.0,,500.0
Wolfe,Melissa,25,176.3,68.2,F,non,bac,Occitanie,oui,non,het,0,388.8,2067,divorcé,,0.67,2023-06-11,822.0,10000.0,500.0
Cook,Nicole,69,156.7,70.9,F,non,doctorat,Hauts-de-France,non,oui,hom,1,149.3,3481,veuf,,0.63,2025-05-29,544.0,5000.0,7475.31971478875
Foster,Patrick,48,172.4,65.2,F,non,doctorat,Normandie,non,oui,het,1,204.3,4125,divorcé,,0.64,2024-11-02,588.0,,29942.01797768211
Carson,Jonathan,74,150.8,65.4,H,non,bac+2,Normandie,non,non,hom,3,150.4,2854,divorcé,4.0,0.46,2021-06-08,,,500.0
Proctor,Lauren,69,182.2,64.8,H,non,bac,Occitanie,non,oui,het,0,112.5,3643,célibataire,,0.25,2023-03-26,,10000.0,500.0
Torres,Matthew,51,201.1,58.2,H,oui,bac+2,Île-de-France,oui,non,het,0,244.0,2770,marié,4.0,0.16,2020-02-21,,,500.0
Smith,Jennifer,47,165.3,71.2,F,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,het,4,184.9,2815,divorcé,0.0,0.22,2021-08-25,,853.03,13225.88856257612
Harper,Natalie,75,164.2,53.8,F,oui,aucun,Normandie,non,oui,het,0,118.7,2386,marié,,0.71,2023-11-12,391.0,,500.0
Burnett,Emily,63,160.9,57.7,H,non,doctorat,Bretagne,non,oui,hom,2,345.3,2208,,,0.97,2020-08-27,,5000.0,32966.953753372814
Allen,Danielle,33,174.2,80.8,H,oui,bac,Occitanie,non,non,het,2,332.6,3069,célibataire,,0.72,2021-02-20,838.0,,594.281260284428
Becker,Noah,40,182.8,75.8,H,non,aucun,Normandie,oui,oui,het,1,269.6,1959,,,0.39,2021-04-25,,10000.0,500.0
Lamb,Brian,27,148.8,57.5,F,oui,doctorat,Bretagne,non,oui,het,4,152.4,1499,,1.0,0.18,2023-08-21,,10000.0,34510.783785134976
Gray,Mariah,34,174.2,68.3,H,non,master,Occitanie,oui,oui,het,1,130.8,1995,marié,4.0,0.37,2020-11-11,,,500.0
Richardson,Matthew,61,174.0,90.0,H,oui,master,Hauts-de-France,non,oui,het,2,407.0,4092,veuf,,0.84,2020-02-25,543.0,10000.0,18910.58169888089
Zuniga,Lauren,69,175.6,62.0,F,oui,master,Occitanie,oui,oui,het,0,253.6,3976,célibataire,0.0,0.32,2023-09-02,462.0,1074.09,1020.2266159507044
Joseph,Victor,72,160.6,58.2,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,non,hom,1,226.1,3775,veuf,4.0,0.34,2021-10-01,421.0,824.37,500.0
Scott,Jennifer,35,178.5,41.7,F,non,doctorat,Hauts-de-France,oui,oui,het,1,349.7,2622,marié,2.0,0.47,2024-08-19,,10000.0,3670.239986911688
Cameron,David,22,181.5,55.4,H,non,doctorat,Normandie,non,oui,het,2,264.4,3416,,1.0,0.5,2023-05-24,590.0,,25129.84827150479
Kim,Matthew,23,168.3,38.6,H,non,master,Normandie,non,oui,het,2,200.7,5020,marié,,0.16,2024-08-11,500.0,,29235.944625898224
Bell,Jennifer,68,168.6,54.6,F,oui,aucun,Corse,non,oui,het,1,278.6,2883,divorcé,3.0,0.38,2020-05-03,,,1011.4400509893318
Wade,Kayla,72,152.2,70.5,F,non,bac+2,Occitanie,oui,non,het,1,341.9,3239,,5.0,0.52,2022-07-11,,545.6,500.0
Ross,Kimberly,73,175.5,59.1,H,non,aucun,Auvergne-Rhône-Alpes,non,non,het,0,191.8,500,veuf,0.0,0.63,2021-08-10,835.0,1203.51,500.0
Miller,Karen,55,172.8,63.9,F,non,bac,Hauts-de-France,oui,non,het,2,333.7,1601,,2.0,0.26,2020-11-22,,5000.0,500.0
Brown,Donald,62,171.3,101.2,F,non,master,Bretagne,oui,oui,het,4,383.2,3598,divorcé,,0.29,2021-06-22,,,22279.446993945574
Anderson,Nicholas,54,173.1,41.5,H,oui,master,Occitanie,oui,non,het,2,291.1,2584,célibataire,2.0,0.95,2024-01-28,,,500.0
Howard,Summer,36,173.4,69.5,H,oui,bac,Hauts-de-France,non,non,het,-1,215.4,1237,veuf,3.0,0.65,2025-01-14,,,500.0
White,Shawn,32,179.5,57.0,F,non,bac+2,Corse,oui,oui,het,4,345.4,1598,divorcé,1.0,0.06,2024-07-24,,,3963.4255647563004
Green,Shawn,65,180.9,65.1,H,non,doctorat,Île-de-France,non,oui,het,4,125.3,2385,divorcé,,0.57,2022-12-17,676.0,5000.0,56168.323219348924
Lewis,Oscar,42,149.8,84.7,F,non,bac,Auvergne-Rhône-Alpes,non,non,het,1,240.8,500,,,0.91,2021-03-20,,10000.0,500.0
White,Andrew,46,175.4,86.2,H,oui,bac,Provence-Alpes-Côte d’Azur,non,non,het,0,204.1,1421,,4.0,0.72,2020-08-28,,10000.0,500.0
Johnson,Carol,46,167.8,78.7,H,oui,master,Auvergne-Rhône-Alpes,oui,non,het,1,195.3,2725,célibataire,,0.18,2023-11-07,,,500.0
Torres,Nicholas,56,160.6,86.1,H,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,het,0,74.0,2769,divorcé,,0.21,2022-01-11,454.0,5000.0,500.0
Baker,Drew,44,174.3,67.5,H,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,het,0,148.6,2142,célibataire,,0.73,2024-09-20,,1380.43,3259.525596872312
Frost,Jill,56,169.8,72.6,H,non,bac,Bretagne,non,non,het,2,270.1,3281,divorcé,5.0,0.21,2025-04-28,,,500.0
Fowler,Shannon,50,156.1,71.9,H,non,aucun,Bretagne,oui,oui,het,2,208.6,3646,marié,,0.17,2022-03-27,317.0,5000.0,500.0
Brown,Veronica,60,166.7,59.4,H,oui,doctorat,Hauts-de-France,non,oui,het,0,160.8,3732,veuf,,0.3,2021-12-06,772.0,,30229.91320950351
Mitchell,Christina,69,166.2,77.7,F,oui,bac,Corse,non,oui,het,2,255.9,1944,divorcé,0.0,0.71,2020-10-15,746.0,1136.23,5314.2655411962905
Nelson,Jamie,22,186.6,93.7,H,oui,master,Île-de-France,oui,non,het,0,433.9,1809,divorcé,1.0,0.6,2020-10-20,,,500.0
Parker,Monica,21,165.3,54.0,F,non,aucun,Bretagne,non,oui,het,4,131.6,500,veuf,5.0,0.08,2023-02-07,,,6964.297187540629
Watson,Cody,58,162.8,90.4,F,oui,master,Normandie,non,oui,het,0,125.2,3444,divorcé,3.0,0.07,2021-04-12,468.0,5000.0,9671.17551837372
Jordan,Carrie,69,159.9,61.1,H,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,het,1,229.0,2168,,1.0,0.0,2022-10-27,,1187.42,948.4901471903017
Jones,Anthony,42,182.8,72.2,F,non,master,Occitanie,oui,oui,het,1,328.8,3279,célibataire,4.0,0.34,2024-03-14,,,13907.341935658214
Monroe,Kristen,74,171.4,65.1,H,non,bac+2,Auvergne-Rhône-Alpes,non,oui,het,4,300.6,926,célibataire,5.0,0.67,2020-11-17,654.0,10000.0,20136.356003795405
Carey,Caleb,45,188.6,88.0,H,oui,bac+2,Hauts-de-France,non,oui,het,0,289.7,2835,veuf,3.0,0.4,2024-04-25,,5000.0,1021.1221944335923
Moore,Wesley,41,186.2,66.0,F,non,master,Bretagne,non,oui,het,4,219.0,1006,divorcé,,0.42,2021-03-08,,1046.36,20763.062179547815
Martinez,Jennifer,41,167.7,72.7,F,non,bac+2,Bretagne,non,oui,het,2,245.2,3263,célibataire,,0.45,2024-05-19,,,21840.713914048094
Pratt,Jamie,30,173.0,63.5,F,non,aucun,Corse,oui,oui,het,2,304.5,3067,marié,,0.32,2020-05-27,,5000.0,500.0
Luna,Michael,36,168.2,69.5,H,oui,aucun,Auvergne-Rhône-Alpes,non,non,het,2,212.8,1571,,2.0,0.52,2024-08-02,,5000.0,500.0
Miller,Judy,23,154.9,63.3,H,oui,master,Occitanie,non,non,hom,3,327.4,1848,veuf,1.0,0.33,2022-11-04,,5000.0,500.0
Nguyen,Amanda,65,162.3,81.7,F,oui,aucun,Corse,oui,oui,het,0,16.9,830,marié,,0.84,2020-03-04,,5000.0,500.0
Lewis,Mason,22,163.6,48.0,F,non,bac+2,Bretagne,oui,oui,het,1,315.7,2315,divorcé,,0.87,2023-06-16,,1610.21,500.0
Mitchell,Matthew,29,177.5,50.8,H,oui,bac,Normandie,non,oui,hom,1,213.3,2570,,,0.54,2020-10-16,614.0,10000.0,19957.34697294529
Cobb,Stephanie,43,167.9,82.2,F,non,bac+2,Normandie,non,oui,hom,1,283.0,1302,veuf,,0.79,2021-09-18,,,500.0
Collins,Trevor,46,155.1,72.3,F,non,master,Bretagne,oui,oui,hom,4,283.7,1939,marié,3.0,0.24,2024-11-06,,201.05,22503.824145449216
Saunders,Christine,62,177.3,69.9,H,non,doctorat,Bretagne,non,non,het,1,328.8,3233,marié,1.0,0.68,2025-04-20,423.0,779.55,4679.698527377921
Scott,Stephanie,28,157.9,53.0,H,oui,bac+2,Corse,oui,non,het,1,285.3,500,divorcé,2.0,0.3,2024-11-20,784.0,10000.0,500.0
Castillo,Mary,57,170.9,69.9,F,non,aucun,Île-de-France,non,non,het,2,106.6,1651,veuf,4.0,0.52,2020-06-29,,,500.0
Green,Teresa,29,179.2,66.8,F,oui,bac+2,Hauts-de-France,non,oui,het,0,105.8,2248,célibataire,1.0,0.82,2020-02-02,766.0,803.67,4896.506700997183
Robinson,Andrew,67,184.4,57.8,H,oui,bac,Hauts-de-France,oui,non,het,2,286.6,1098,marié,,0.88,2022-07-24,,793.78,500.0
Green,Taylor,69,169.7,89.4,F,non,aucun,Auvergne-Rhône-Alpes,non,oui,het,1,320.0,4001,,,0.73,2024-06-18,671.0,5000.0,10139.141912161831
Petty,Benjamin,24,177.4,69.1,F,oui,bac,Île-de-France,non,non,het,2,363.7,1248,marié,,0.77,2022-02-02,398.0,5000.0,500.0
Duran,Felicia,73,158.2,98.9,H,non,bac,Auvergne-Rhône-Alpes,oui,oui,het,2,242.6,2283,divorcé,3.0,0.21,2022-02-02,,,8727.43681251042
Wood,Wendy,68,162.5,72.6,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,het,2,323.3,2120,veuf,,0.48,2024-02-22,682.0,5000.0,48945.05636677903
Jones,Michelle,23,175.9,65.2,F,non,master,Provence-Alpes-Côte d’Azur,non,oui,het,2,158.6,3832,divorcé,,0.52,2021-04-03,,1074.2,25116.8634328455
Villarreal,Grace,61,169.6,73.3,F,non,master,Provence-Alpes-Côte d’Azur,oui,oui,het,1,236.1,2829,,,0.49,2023-10-08,463.0,857.14,3785.2991001141136
Stokes,Joshua,54,164.0,51.5,F,oui,bac+2,Hauts-de-France,non,oui,hom,0,361.5,500,divorcé,,0.71,2021-04-10,,,500.0
May,Sheila,75,184.2,108.9,H,non,master,Île-de-France,oui,non,het,-1,237.5,4157,,2.0,0.01,2021-01-01,744.0,,500.0
Weber,Luis,65,173.8,79.9,H,oui,doctorat,Bretagne,oui,non,het,0,188.9,3206,,,0.62,2023-12-06,788.0,10000.0,1157.256421948199
Greene,Holly,25,149.7,67.8,F,non,aucun,Corse,non,oui,het,1,108.3,4235,marié,,0.61,2024-08-24,571.0,5000.0,500.0
Thornton,Megan,39,172.1,74.3,F,non,aucun,Bretagne,oui,oui,het,2,125.9,3727,,4.0,0.89,2022-04-23,,878.7,500.0
Miller,Steven,74,173.6,102.2,F,oui,doctorat,Corse,oui,oui,het,3,308.8,3894,,,0.89,2024-03-29,377.0,5000.0,16754.137809971493
Wolfe,Mackenzie,49,158.0,68.6,H,non,bac,Bretagne,oui,oui,het,3,145.0,1476,marié,3.0,0.53,2022-08-13,,5000.0,500.0
Boyd,Cindy,63,172.3,104.8,H,oui,doctorat,Hauts-de-France,oui,oui,het,3,324.4,1036,divorcé,,0.95,2024-09-04,,5000.0,11710.725236779133
Evans,Natalie,52,168.1,65.4,F,oui,master,Île-de-France,oui,oui,het,2,214.7,3976,célibataire,5.0,0.35,2020-08-24,,10000.0,20883.50531141833
Bernard,Brian,69,159.1,88.7,H,oui,aucun,Bretagne,non,oui,het,4,137.0,1816,célibataire,,0.65,2024-10-26,,10000.0,7386.003827405817
Cox,Michael,22,179.3,78.1,H,non,doctorat,Bretagne,non,non,het,2,158.1,2292,veuf,,0.17,2022-08-30,,,4157.363534012744
Rodriguez,Carrie,64,165.5,77.9,F,oui,master,Corse,non,oui,het,1,358.2,3062,veuf,0.0,0.86,2025-01-27,664.0,936.41,10875.979870070274
Aguilar,Caleb,67,161.7,78.6,H,non,bac+2,Normandie,oui,oui,het,1,83.1,2890,veuf,,0.75,2022-08-15,,,500.0
Le,Donald,73,175.4,51.6,H,non,doctorat,Bretagne,oui,oui,het,0,445.4,2790,célibataire,4.0,0.66,2024-08-17,,10000.0,18054.666839873567
Diaz,Shelly,44,164.0,65.9,F,non,aucun,Auvergne-Rhône-Alpes,non,oui,het,1,345.3,4819,veuf,0.0,0.38,2024-08-22,419.0,806.03,1919.0651636829691
Martinez,Amy,30,160.7,77.6,H,non,bac,Provence-Alpes-Côte d’Azur,non,oui,hom,-1,271.3,1867,divorcé,,0.74,2020-10-25,,10000.0,500.0
Townsend,Jeremy,20,172.0,99.9,F,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,het,3,329.4,1160,veuf,,0.79,2023-12-19,,692.63,28783.8614569745
Kelly,Alicia,62,156.4,51.9,H,oui,aucun,Corse,oui,oui,het,3,433.4,1086,divorcé,,0.14,2024-04-28,,,500.0
Carter,Madison,31,170.6,72.4,H,non,master,Provence-Alpes-Côte d’Azur,oui,oui,het,3,293.8,3270,célibataire,,0.51,2024-07-12,,622.49,18055.148716617252
Bowman,Sarah,38,168.9,72.6,F,oui,doctorat,Auvergne-Rhône-Alpes,oui,non,het,1,290.3,834,,0.0,0.14,2025-02-18,782.0,,500.0
Smith,Ashley,58,178.2,81.1,F,oui,bac,Bretagne,non,oui,het,0,207.3,2933,veuf,5.0,0.63,2020-05-19,,689.02,7097.166633001974
Ward,Perry,24,178.4,65.0,H,non,aucun,Bretagne,non,oui,het,3,354.6,3665,veuf,4.0,0.81,2022-06-01,,10000.0,14466.857605529252
Smith,Kimberly,50,172.0,59.4,F,non,aucun,Normandie,non,oui,het,0,343.1,2115,,,0.35,2020-09-12,326.0,,500.0
Lewis,Spencer,51,177.0,77.3,H,oui,doctorat,Normandie,non,oui,het,2,210.8,2270,,,0.65,2021-10-31,399.0,5000.0,30807.701530238217
Hernandez,James,53,191.7,74.5,F,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,het,1,448.6,4017,,,0.88,2025-05-15,701.0,,6997.999125187317
Barnes,John,45,174.9,59.4,F,non,bac+2,Occitanie,non,oui,het,1,299.4,1484,veuf,1.0,0.19,2023-02-04,,,500.0
Fisher,Brian,70,163.7,88.8,H,oui,aucun,Normandie,oui,non,het,2,248.0,2138,divorcé,,0.53,2022-04-05,,10000.0,500.0
Jones,Anthony,32,169.0,50.0,H,non,doctorat,Hauts-de-France,oui,oui,het,1,301.5,2504,,5.0,0.17,2020-09-25,729.0,1216.44,14381.809606182778
Santana,Chad,33,154.7,82.8,F,non,bac+2,Corse,non,oui,het,3,341.1,781,divorcé,,0.76,2023-06-24,647.0,1177.83,1561.6685744264075
Reese,Stephen,40,185.4,81.7,H,non,master,Occitanie,oui,oui,het,0,184.7,997,,,0.02,2021-12-24,738.0,,500.0
Cruz,Tony,58,177.4,51.1,H,non,master,Bretagne,oui,non,het,0,309.4,3246,,3.0,0.57,2022-02-18,,812.6,500.0
Turner,Micheal,70,162.2,69.5,F,non,master,Corse,oui,oui,het,3,188.7,1144,marié,,0.66,2022-02-22,428.0,5000.0,500.0
Vaughan,Dennis,31,165.1,75.5,H,non,doctorat,Provence-Alpes-Côte d’Azur,non,non,het,2,215.7,3214,marié,,0.14,2021-08-15,643.0,10000.0,9755.17637010666
Kirby,Pamela,26,168.9,64.2,F,oui,bac,Île-de-France,non,non,het,2,292.4,2152,marié,,0.43,2020-12-02,475.0,10000.0,500.0
Miller,Austin,28,162.7,80.0,F,oui,doctorat,Occitanie,oui,oui,het,4,150.4,1796,marié,,0.43,2022-12-23,,,29954.210426544338
Lewis,Amanda,75,179.0,65.4,H,non,bac,Auvergne-Rhône-Alpes,non,oui,het,0,274.4,1758,veuf,5.0,0.49,2021-11-29,789.0,,3189.3665801986713
Walters,Nicole,58,181.4,64.6,F,oui,master,Auvergne-Rhône-Alpes,non,non,het,0,303.6,3960,marié,,0.34,2024-05-24,336.0,10000.0,500.0
Espinoza,Natalie,34,192.0,77.7,H,oui,bac,Occitanie,oui,oui,het,3,339.0,4200,célibataire,5.0,0.94,2024-05-01,644.0,10000.0,18768.475759963898
Jennings,Terri,75,162.3,77.1,H,oui,master,Île-de-France,oui,oui,het,0,252.9,1002,célibataire,,0.8,2025-02-02,453.0,683.6,7979.85715846634
Moore,Daniel,63,183.2,75.9,H,non,doctorat,Bretagne,oui,oui,het,2,96.5,836,veuf,,0.37,2021-12-16,811.0,,15082.361290811572
Cook,Melanie,72,185.5,58.7,H,oui,master,Bretagne,non,oui,het,1,175.0,4554,divorcé,,0.88,2020-12-22,658.0,869.33,36634.603345740536
Walker,Elizabeth,46,160.9,62.0,F,oui,aucun,Corse,non,non,het,1,192.3,4762,,5.0,0.49,2025-04-04,,10000.0,500.0
Newman,Ashley,62,158.0,66.7,H,oui,doctorat,Normandie,oui,non,hom,2,303.7,2792,,1.0,0.28,2022-03-06,,10000.0,500.0
Crawford,Sue,47,179.5,84.6,F,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,het,2,93.9,2039,marié,,0.32,2020-04-01,695.0,691.36,8726.42036117932
Schmidt,Maria,42,144.4,71.6,F,non,bac,Hauts-de-France,oui,non,het,2,209.5,500,,,0.23,2023-09-25,,1005.5,500.0
Thomas,Bernard,70,175.4,50.6,F,oui,bac,Bretagne,oui,non,het,0,315.8,4155,célibataire,4.0,0.05,2021-02-19,665.0,708.48,500.0
Smith,Michelle,75,179.3,92.7,H,oui,aucun,Occitanie,oui,non,het,4,139.8,1711,divorcé,,0.85,2021-01-25,,531.04,500.0
King,Jose,58,176.0,53.0,F,oui,master,Hauts-de-France,non,oui,het,1,66.4,4405,,,0.25,2022-12-07,,10000.0,12502.229443593511
Daniel,Stacey,25,163.4,72.9,H,non,master,Île-de-France,oui,oui,het,0,386.3,1896,,1.0,0.79,2021-06-27,423.0,5000.0,500.0
Campbell,Stephanie,63,169.6,58.0,H,non,master,Normandie,non,oui,het,3,314.8,2009,divorcé,,0.54,2022-03-19,,10000.0,22156.093391218878
Kennedy,Dylan,39,146.9,88.7,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,het,5,355.8,2546,,,0.01,2023-09-15,775.0,10000.0,57457.43649136853
Taylor,Roberta,22,180.0,66.7,H,non,aucun,Bretagne,oui,oui,het,0,161.8,894,veuf,5.0,0.02,2021-11-20,746.0,10000.0,500.0
Ramirez,Stacy,71,185.9,73.1,F,non,aucun,Corse,oui,non,het,2,255.9,1212,marié,0.0,0.35,2023-03-05,,1096.34,500.0
Jones,Jeffrey,53,172.2,55.4,H,oui,bac+2,Normandie,oui,oui,het,5,170.3,2410,veuf,,0.53,2020-08-08,741.0,5000.0,39683.18738319417
Pugh,Donna,71,171.6,68.8,F,oui,doctorat,Île-de-France,oui,oui,het,3,271.5,2834,veuf,3.0,0.14,2021-09-15,,10000.0,29691.001791459672
Shaw,Andrew,42,161.5,77.9,H,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,het,1,309.2,2654,célibataire,,0.45,2020-04-01,569.0,1261.66,11571.58447682483
Hutchinson,Maria,48,169.2,76.1,F,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,het,1,268.7,3130,veuf,,0.31,2022-05-18,,682.93,20513.040445566632
Miller,Joel,75,157.8,96.9,F,non,bac+2,Île-de-France,oui,oui,het,0,273.4,1257,,,0.72,2022-02-15,,,500.0
Mitchell,Lisa,48,164.4,87.5,F,oui,master,Occitanie,non,non,het,3,195.3,2403,célibataire,,0.14,2021-01-09,,5000.0,8687.260739596164
Douglas,Brandon,28,174.1,102.1,H,oui,master,Île-de-France,non,non,het,0,407.9,1069,divorcé,0.0,0.6,2021-04-01,,1038.39,500.0
Clark,William,29,179.7,78.9,H,non,bac,Île-de-France,oui,non,het,2,251.4,2827,marié,1.0,0.52,2025-05-19,695.0,496.54,500.0
Marshall,Heather,72,181.6,35.1,H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,non,het,-1,77.2,3700,,1.0,0.88,2022-07-25,,,500.0
Newman,Wendy,53,169.9,46.7,F,non,aucun,Occitanie,non,non,het,2,-102.6,1491,veuf,1.0,0.37,2020-09-23,,906.0,500.0
Walter,Angela,72,183.0,55.6,F,non,bac,Corse,non,non,het,0,499.8,2529,,,0.66,2023-05-04,,465.38,500.0
Ray,Christina,43,177.6,95.9,F,non,bac+2,Île-de-France,oui,non,hom,1,221.5,1599,marié,,0.22,2022-02-04,762.0,1188.8,500.0
Warren,Christopher,20,165.2,43.9,H,oui,master,Occitanie,oui,oui,het,4,189.3,2158,,,0.75,2022-07-21,629.0,5000.0,31753.4540207734
Davis,Janet,23,159.6,68.6,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,het,1,323.1,3412,,,0.18,2022-02-14,,,25042.807819978858
Lewis,Marie,73,174.6,56.7,F,oui,master,Hauts-de-France,oui,non,het,0,173.8,2655,divorcé,,0.43,2024-09-21,,,500.0
Jackson,Alexandra,37,188.2,72.3,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,non,het,4,220.7,2251,,,0.78,2023-08-09,534.0,870.4,500.0
Thomas,Andrew,48,176.8,63.8,H,oui,doctorat,Corse,oui,oui,het,0,323.8,3656,divorcé,0.0,0.6,2020-07-02,492.0,5000.0,19427.83867680111
Kennedy,Jerry,35,157.7,80.6,H,oui,bac,Corse,non,oui,het,1,396.8,2753,célibataire,5.0,0.77,2020-05-01,,367.14,9499.282504491055
Gonzalez,April,49,184.4,75.0,H,oui,aucun,Normandie,non,non,het,2,296.1,942,veuf,,0.26,2023-09-20,381.0,10000.0,500.0
Figueroa,Steven,34,162.9,55.7,H,oui,bac+2,Normandie,non,oui,het,1,305.1,4793,veuf,,0.44,2021-10-18,557.0,,41070.70808762636
Burch,Ryan,32,155.1,78.4,F,oui,master,Occitanie,non,non,het,1,510.2,2863,célibataire,,0.04,2021-06-30,,5000.0,500.0
Vasquez,Lisa,38,174.1,35.3,H,non,doctorat,Occitanie,oui,oui,het,1,281.5,861,célibataire,5.0,0.1,2024-11-29,414.0,5000.0,2617.419916746666
Wright,Laurie,74,182.8,80.5,F,oui,master,Occitanie,non,oui,het,1,328.0,2685,divorcé,,0.95,2023-12-31,,10000.0,18221.565581841274
Nelson,Daniel,28,155.1,88.2,H,oui,bac+2,Corse,oui,oui,het,0,271.3,3441,divorcé,,0.18,2020-03-12,689.0,5000.0,500.0
Fisher,Jeremy,53,167.8,44.5,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,het,3,76.8,3070,marié,,0.16,2021-03-22,,,23556.014026135465
Johnson,Anne,43,173.2,93.8,H,oui,doctorat,Occitanie,non,oui,het,3,302.9,1974,,,0.17,2020-02-22,,10000.0,28950.6591035016
Garza,Joshua,58,187.0,59.5,H,non,aucun,Corse,oui,non,het,1,290.3,2918,,5.0,0.79,2022-01-12,697.0,,500.0
Bradley,Deborah,56,180.9,77.7,F,non,master,Hauts-de-France,non,non,het,3,173.8,3403,,,0.85,2023-02-19,,10000.0,500.0
Smith,Alexis,20,166.4,93.5,H,oui,bac+2,Normandie,oui,non,het,1,176.1,2946,divorcé,3.0,0.19,2024-12-23,651.0,,500.0
Holmes,Jill,58,168.2,77.9,H,oui,master,Provence-Alpes-Côte d’Azur,non,non,het,1,359.7,500,marié,3.0,0.32,2020-09-08,435.0,5000.0,500.0
Bailey,Rhonda,39,161.9,81.5,H,non,master,Occitanie,oui,oui,het,3,501.5,3015,veuf,4.0,0.19,2020-11-21,468.0,10000.0,22592.601402947177
Huffman,Charles,73,176.0,68.3,H,oui,master,Bretagne,oui,oui,het,1,171.5,3078,veuf,3.0,0.71,2025-01-16,335.0,5000.0,21741.86764128175
Little,Jerry,74,155.9,52.2,F,oui,aucun,Auvergne-Rhône-Alpes,non,oui,hom,0,276.1,1080,,3.0,0.31,2021-04-07,420.0,600.98,1427.0547240837323
Hansen,Spencer,72,160.7,60.1,F,oui,aucun,Normandie,oui,oui,het,2,346.6,3164,célibataire,,0.12,2025-03-27,544.0,10000.0,5112.731260166294
Simpson,Christopher,62,177.6,59.9,H,non,master,Occitanie,oui,oui,het,2,178.3,796,marié,,0.49,2021-09-07,,1047.23,4125.118900424287
Robertson,Elizabeth,66,173.7,57.9,H,oui,bac+2,Île-de-France,non,non,het,0,294.6,4022,,3.0,0.38,2020-04-29,529.0,,6438.10418369042
Dunn,Candace,31,173.0,60.4,H,non,bac,Île-de-France,non,non,hom,1,191.8,2328,célibataire,,0.45,2023-09-21,,,500.0
Osborne,Robert,55,177.1,78.7,F,oui,bac+2,Normandie,non,oui,het,1,159.9,510,veuf,,0.09,2020-07-14,,10000.0,7527.659737420083
Allen,Juan,75,159.4,78.1,H,non,doctorat,Auvergne-Rhône-Alpes,non,non,het,4,483.4,2158,veuf,2.0,0.83,2024-01-19,634.0,,22420.277930436983
Willis,Stephanie,27,173.6,27.7,F,non,aucun,Occitanie,oui,non,het,2,296.2,2429,marié,1.0,0.37,2021-04-03,846.0,10000.0,500.0
Bailey,Amy,22,188.7,91.6,H,oui,master,Île-de-France,non,oui,het,2,309.6,1227,célibataire,,0.83,2022-05-26,,10000.0,22327.44185481297
Myers,Cameron,20,186.1,69.0,H,non,bac+2,Corse,oui,oui,het,4,265.3,2990,veuf,,0.34,2021-11-12,301.0,1053.4,5238.9237274085435
Nelson,Kyle,29,166.7,78.0,F,oui,aucun,Hauts-de-France,non,non,het,0,332.5,3074,,,0.68,2025-04-30,,1103.99,500.0
Ellis,Susan,24,169.7,51.1,H,oui,doctorat,Normandie,oui,non,het,0,174.7,3914,marié,,0.99,2022-09-08,575.0,,500.0
Martin,Toni,19,159.7,79.0,F,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,het,3,315.6,2425,célibataire,,0.09,2022-12-23,754.0,1216.66,25526.70047719391
Zavala,Mary,24,167.9,72.2,H,non,master,Provence-Alpes-Côte d’Azur,non,non,het,3,310.9,3995,divorcé,,0.24,2020-11-22,628.0,5000.0,11972.719190431955
